split,game,side,team,fb,fbtime,fd,fdtime,ft,fttime,cspm,goldat10,goldat15,result
summer,2,Blue,ROX Tigers,0,4.50555,0,11.7993,1,16.4531,34.87684729,14.571,23.426,1
summer,2,Red,KT Rolster,1,4.50555,1,11.7993,0,16.4531,32.5862069,16.063,23.87,0
summer,3,Blue,KT Rolster,1,10.57823333,1,13.1344,1,12.00246667,33.66371681,15.328,25.663,0
summer,3,Red,ROX Tigers,0,10.57823333,0,13.1344,0,12.00246667,31.11504425,13.895,21.348,1
summer,1,Blue,Afreeca Freecs,0,3.642733333,1,10.5441,0,15.56733333,32.81927711,15.358,22.918,1
summer,1,Red,Longzhu Gaming,1,3.642733333,0,10.5441,1,15.56733333,31.22891566,15.363,23.528,0
summer,2,Blue,Longzhu Gaming,1,2.858933333,1,10.79775,1,14.17016667,31.8452381,16.072,24.74,1
summer,2,Red,Afreeca Freecs,0,2.858933333,0,10.79775,0,14.17016667,33.51190476,14.385,21.724,0
summer,3,Blue,Afreeca Freecs,1,0.647783333,0,9.878316667,0,16.82051667,29.71078002,15.385,22.28,0
summer,3,Red,Longzhu Gaming,0,0.647783333,1,9.878316667,1,16.82051667,35.20595968,15.113,23.559,1
summer,1,Blue,Jin Air Green Wings,1,7.597583333,1,8.429966667,1,14.60193333,36.44395362,15.42,25.454,1
summer,1,Red,Samsung Galaxy,0,7.597583333,0,8.429966667,0,14.60193333,36.84152402,15.219,23.091,0
summer,2,Blue,Samsung Galaxy,1,5.550766667,0,9.627216667,0,9.1718,30.70241692,15.642,23.621,0
summer,2,Red,Jin Air Green Wings,0,5.550766667,1,9.627216667,1,9.1718,30.70241692,15.735,25.246,1
summer,1,Blue,BBQ Olivers,1,8.2282,1,16.05586667,1,10.54095,31.12391931,15.584,25.23,1
summer,1,Red,Ever8 Winners,0,8.2282,0,16.05586667,0,10.54095,31.5389049,14.222,22.294,0
summer,2,Blue,Ever8 Winners,1,4.240416667,0,17.59483333,1,10.99185,29.53068592,14.34,23.427,1
summer,2,Red,BBQ Olivers,0,4.240416667,1,17.59483333,0,10.99185,32.82791817,14.816,23.105,0
summer,3,Blue,BBQ Olivers,0,3.040833333,1,10.93936667,1,9.476433333,36.04880883,16.194,24.541,1
summer,3,Red,Ever8 Winners,1,3.040833333,0,10.93936667,0,9.476433333,32.73678094,14.135,22.14,0
summer,1,Blue,SK Telecom T1,1,8.029783333,1,8.996716667,1,11.16465,36.18828932,15.167,25.045,1
summer,1,Red,MVP,0,8.029783333,0,8.996716667,0,11.16465,33.82319173,14.014,22.439,0
summer,2,Blue,MVP,0,5.29515,1,7.364033333,0,7.262266667,30.82262211,14.118,23.648,0
summer,2,Red,SK Telecom T1,1,5.29515,0,7.364033333,1,7.262266667,33.98457584,16.356,24.947,1
summer,1,Blue,Longzhu Gaming,1,2.650333333,0,13.6846,0,17.52838333,30.25250501,14.407,22.907,0
summer,1,Red,MVP,0,2.650333333,1,13.6846,1,17.52838333,32.46492986,15.696,23.774,1
summer,2,Blue,MVP,0,4.609383333,0,9.3213,0,8.649,31.17647059,14.538,22.426,0
summer,2,Red,Longzhu Gaming,1,4.609383333,1,9.3213,1,8.649,31.38408304,16.355,24.05,1
summer,3,Blue,Longzhu Gaming,1,7.084516667,1,10.67303333,1,12.19011667,33.61826698,15.453,25.59,1
summer,3,Red,MVP,0,7.084516667,0,10.67303333,0,12.19011667,30.03512881,14.355,23.477,0
summer,1,Blue,Ever8 Winners,1,5.362083333,0,9.29925,1,9.473616667,36.05442177,17.132,25.597,0
summer,1,Red,Samsung Galaxy,0,5.362083333,1,9.29925,0,9.473616667,35.66893424,14.655,22.145,1
summer,2,Blue,Samsung Galaxy,1,9.792833333,1,10.55405,1,12.73951667,34.46239554,15.851,24.823,1
summer,2,Red,Ever8 Winners,0,9.792833333,0,10.55405,0,12.73951667,33.79387187,14.303,21.89,0
summer,1,Blue,ROX Tigers,0,5.765133333,0,14.69253333,0,11.54791667,32.25732338,14.905,22.042,0
summer,1,Red,Afreeca Freecs,1,5.765133333,1,14.69253333,1,11.54791667,38.83974727,15.943,27.378,1
summer,2,Blue,Afreeca Freecs,1,10.2117,1,15.23703333,0,17.88026667,34.56,15.07,24.576,0
summer,2,Red,ROX Tigers,0,10.2117,0,15.23703333,1,17.88026667,32.91789474,14.435,22.102,1
summer,3,Blue,ROX Tigers,1,3.149783333,1,13.587,0,17.69555,31.53385537,14.743,23.186,0
summer,3,Red,Afreeca Freecs,0,3.149783333,0,13.587,1,17.69555,35.15430677,15.912,24.005,1
summer,1,Blue,Jin Air Green Wings,0,13.74408333,1,16.60636667,1,15.63081667,34.87157162,14.625,22.798,0
summer,1,Red,KT Rolster,1,13.74408333,0,16.60636667,0,15.63081667,34.34915107,14.661,22.783,1
summer,2,Blue,KT Rolster,0,8.409816667,0,8.823416667,1,13.77741667,28.01335559,14.419,24.145,0
summer,2,Red,Jin Air Green Wings,1,8.409816667,1,8.823416667,0,13.77741667,34.07345576,15.222,23.645,1
summer,3,Blue,Jin Air Green Wings,0,3.8783,0,7.324366667,0,6.714383333,32.49283668,14.249,21.609,0
summer,3,Red,KT Rolster,1,3.8783,1,7.324366667,1,6.714383333,33.48997135,17.287,27.562,1
summer,1,Blue,BBQ Olivers,0,5.6162,0,10.10183333,0,13.1194,29.3593821,14.109,22.708,0
summer,1,Red,Longzhu Gaming,1,5.6162,1,10.10183333,1,13.1194,34.56610632,15.157,24.115,1
summer,2,Blue,Longzhu Gaming,0,2.763716667,1,14.99988333,1,11.60196667,32.46597714,15.44,26.374,1
summer,2,Red,BBQ Olivers,1,2.763716667,0,14.99988333,0,11.60196667,29.95100708,14.798,20.944,0
summer,1,Blue,SK Telecom T1,0,5.5981,1,12.68065,0,17.4555,30.99549365,14.837,22.053,0
summer,1,Red,Samsung Galaxy,1,5.5981,0,12.68065,1,17.4555,31.46251536,14.756,22.607,1
summer,2,Blue,Samsung Galaxy,0,6.19925,0,11.6874,1,11.93056667,31.73191772,14.398,24.767,1
summer,2,Red,SK Telecom T1,1,6.19925,1,11.6874,0,11.93056667,31.29396151,14.988,23.211,0
summer,1,Blue,BBQ Olivers,1,7.726783333,0,7.9512,1,13.11373333,32.76771005,15.705,25.024,1
summer,1,Red,Jin Air Green Wings,0,7.726783333,1,7.9512,0,13.11373333,33.31136738,14.491,22.832,0
summer,2,Blue,Jin Air Green Wings,0,7.1909,0,15.51685,1,13.42208333,31.16129032,14.413,25.022,0
summer,2,Red,BBQ Olivers,1,7.1909,1,15.51685,0,13.42208333,33.87096774,14.635,23.799,1
summer,1,Blue,Afreeca Freecs,0,2.33635,1,19.31665,1,19.70556667,33.44360902,15.07,23.398,1
summer,1,Red,SK Telecom T1,1,2.33635,0,19.31665,0,19.70556667,33.11278195,15.067,23.087,0
summer,2,Blue,SK Telecom T1,0,11.0094,1,13.57463333,1,13.0707,33.40257582,14.233,23.053,0
summer,2,Red,Afreeca Freecs,1,11.0094,0,13.57463333,0,13.0707,33.22808475,13.628,22.874,1
summer,1,Blue,MVP,0,12.88665,1,9.528816667,1,15.02166667,33.56065574,15.223,22.543,0
summer,1,Red,ROX Tigers,1,12.88665,0,9.528816667,0,15.02166667,29.01639344,14.747,23.901,1
summer,2,Blue,ROX Tigers,0,3.001833333,0,10.17525,0,11.56536667,31.37007874,14.551,22.831,1
summer,2,Red,MVP,1,3.001833333,1,10.17525,1,11.56536667,33.7007874,15.737,25.372,0
summer,1,Blue,KT Rolster,1,3.016216667,1,11.65423333,1,9.5772,31.75,17.296,27.766,1
summer,1,Red,Ever8 Winners,0,3.016216667,0,11.65423333,0,9.5772,29.64285714,13.436,20.351,0
summer,2,Blue,Ever8 Winners,1,4.4502,0,12.44465,0,8.286716667,31.62773985,16.113,23.449,1
summer,2,Red,KT Rolster,0,4.4502,1,12.44465,1,8.286716667,32.92130794,15.52,24.354,0
summer,3,Blue,KT Rolster,1,4.086016667,1,10.53058333,1,8.5662,34.5890411,16.694,25.773,1
summer,3,Red,Ever8 Winners,0,4.086016667,0,10.53058333,0,8.5662,32.15753425,14.494,22.111,0
summer,1,Blue,Jin Air Green Wings,1,5.582966667,0,16.89773333,1,10.15236667,33.57766143,15.439,24.882,1
summer,1,Red,SK Telecom T1,0,5.582966667,1,16.89773333,0,10.15236667,30.71553229,13.687,22.516,0
summer,2,Blue,SK Telecom T1,1,5.10185,0,16.3624,0,15.29851667,31.72967864,14.449,23.983,0
summer,2,Red,Jin Air Green Wings,0,5.10185,1,16.3624,1,15.29851667,33.6294896,15.992,25.427,1
summer,1,Blue,BBQ Olivers,1,3.832983333,1,12.5254,1,10.71201667,35.86565374,16.913,27.324,1
summer,1,Red,Afreeca Freecs,0,3.832983333,0,12.5254,0,10.71201667,34.95401839,14.635,23.111,0
summer,2,Blue,Afreeca Freecs,0,4.49735,1,9.9815,0,9.90615,31.71466549,13.585,22.111,1
summer,2,Red,BBQ Olivers,1,4.49735,0,9.9815,1,9.90615,30.17279575,16.842,24.519,0
summer,3,Blue,BBQ Olivers,0,3.079083333,0,9.951916667,0,11.75226667,34.6375882,15.437,22.439,0
summer,3,Red,Afreeca Freecs,1,3.079083333,1,9.951916667,1,11.75226667,33.82937781,15.821,26.601,1
summer,1,Blue,MVP,0,6.021633333,1,13.47435,1,13.07345,33.77721679,14.733,24.105,0
summer,1,Red,KT Rolster,1,6.021633333,0,13.47435,0,13.07345,29.82013253,15.636,24.533,1
summer,2,Blue,KT Rolster,0,4.048033333,1,17.6948,1,12.75188333,34.64656965,15.647,25.685,1
summer,2,Red,MVP,1,4.048033333,0,17.6948,0,12.75188333,32.43243243,14.084,21.831,0
summer,1,Blue,ROX Tigers,1,11.16323333,0,22.48621667,0,20.96161667,35.49657534,14.338,23.366,0
summer,1,Red,Ever8 Winners,0,11.16323333,1,22.48621667,1,20.96161667,35.16267123,13.912,22.443,1
summer,2,Blue,Ever8 Winners,1,3.88795,0,17.72501667,1,10.97623333,33.80672269,15.28,24.075,1
summer,2,Red,ROX Tigers,0,3.88795,1,17.72501667,0,10.97623333,33.02521008,14.409,24.266,0
summer,1,Blue,Longzhu Gaming,1,5.75755,0,18.9106,1,18.21791667,30.97172237,15.438,23.089,1
summer,1,Red,SK Telecom T1,0,5.75755,1,18.9106,0,18.21791667,29.15167095,14.425,21.841,0
summer,2,Blue,SK Telecom T1,0,4.902733333,0,12.34813333,0,14.70041667,31.43185739,14.471,23.376,0
summer,2,Red,Longzhu Gaming,1,4.902733333,1,12.34813333,1,14.70041667,31.9493962,15.51,24.324,1
summer,1,Blue,Samsung Galaxy,1,5.621166667,1,10.62458333,1,15.28513333,38.10854379,15.267,24.207,1
summer,1,Red,BBQ Olivers,0,5.621166667,0,10.62458333,0,15.28513333,35.52928533,14.499,22.62,0
summer,2,Blue,BBQ Olivers,1,10.15378333,0,9.990233333,0,10.8974,34.21436004,14.736,24.201,0
summer,2,Red,Samsung Galaxy,0,10.15378333,1,9.990233333,1,10.8974,37.83558793,15.358,24.32,1
summer,1,Blue,Samsung Galaxy,1,4.064016667,1,17.16046667,0,15.10251667,35.12297962,15.874,24.767,0
summer,1,Red,MVP,0,4.064016667,0,17.16046667,1,15.10251667,28.84047786,13.958,22.784,1
summer,2,Blue,MVP,0,9.614133333,0,15.58078333,1,18.50285,32.52533125,14.28,21.904,0
summer,2,Red,Samsung Galaxy,1,9.614133333,1,15.58078333,0,18.50285,33.83476228,15.819,24.118,1
summer,3,Blue,Samsung Galaxy,0,6.105316667,0,12.22575,0,10.9918,34.90660592,15,24.628,0
summer,3,Red,MVP,1,6.105316667,1,12.22575,1,10.9918,32.4738041,14.875,24.865,1
summer,1,Blue,Ever8 Winners,1,4.487,0,9.740383333,0,7.263033333,32.46428571,14.933,22.381,0
summer,1,Red,Longzhu Gaming,0,4.487,1,9.740383333,1,7.263033333,34.07142857,15.76,25.605,1
summer,2,Blue,Longzhu Gaming,1,4.70325,1,10.00601667,1,9.61055,37.04251386,16.577,25.259,1
summer,2,Red,Ever8 Winners,0,4.70325,0,10.00601667,0,9.61055,31.9038817,14.095,21.497,0
summer,1,Blue,KT Rolster,1,2.897083333,1,10.89051667,1,10.67145,33.97590361,16.222,26.872,1
summer,1,Red,Afreeca Freecs,0,2.897083333,0,10.89051667,0,10.67145,31.4300681,14.22,22.413,0
summer,2,Blue,Afreeca Freecs,1,2.866766667,1,9.967166667,0,9.6784,29.97444634,14.303,24.406,1
summer,2,Red,KT Rolster,0,2.866766667,0,9.967166667,1,9.6784,31.35434412,16.314,23.865,0
summer,3,Blue,KT Rolster,1,3.07365,1,13.4036,1,8.107616667,34.96350365,17.845,26.387,1
summer,3,Red,Afreeca Freecs,0,3.07365,0,13.4036,0,8.107616667,28.06569343,12.979,20.734,0
summer,1,Blue,Jin Air Green Wings,1,7.18005,1,10.24806667,1,14.58028333,36.66274971,15.478,26.008,1
summer,1,Red,ROX Tigers,0,7.18005,0,10.24806667,0,14.58028333,30.14101058,14.063,22.002,0
summer,2,Blue,ROX Tigers,0,9.803466667,0,11.86145,0,10.1171,33.38912134,13.845,21.666,0
summer,2,Red,Jin Air Green Wings,1,9.803466667,1,11.86145,1,10.1171,31.68559474,15.176,25.426,1
summer,1,Blue,Samsung Galaxy,1,7.116916667,1,11.95188333,0,13.14126667,32.58258258,14.888,24.028,1
summer,1,Red,KT Rolster,0,7.116916667,0,11.95188333,1,13.14126667,31.89189189,15.435,24.46,0
summer,2,Blue,KT Rolster,1,4.45825,0,13.74835,1,7.28725,33.8697318,16.685,25.402,1
summer,2,Red,Samsung Galaxy,0,4.45825,1,13.74835,0,7.28725,33.44827586,14.413,21.849,0
summer,3,Blue,Samsung Galaxy,1,3.1664,1,20.17001667,1,16.12046667,33.49168646,15.679,23.854,0
summer,3,Red,KT Rolster,0,3.1664,0,20.17001667,0,16.12046667,33.45605701,14.234,22.597,1
summer,1,Blue,ROX Tigers,1,7.357116667,0,17.04801667,0,12.66561667,30.17647059,14.548,22.548,0
summer,1,Red,Longzhu Gaming,0,7.357116667,1,17.04801667,1,12.66561667,31.79411765,14.544,24.592,1
summer,2,Blue,Longzhu Gaming,0,4.74605,0,17.82203333,0,15.18903333,36.15737705,14.79,22.735,1
summer,2,Red,ROX Tigers,1,4.74605,1,17.82203333,1,15.18903333,30.84590164,15.503,22.978,0
summer,1,Blue,MVP,1,10.81371667,0,12.12346667,0,16.0594,29.98473282,14.343,21.957,0
summer,1,Red,BBQ Olivers,0,10.81371667,1,12.12346667,1,16.0594,32.1221374,15.257,23.866,1
summer,2,Blue,BBQ Olivers,1,1.909533333,0,11.82903333,0,11.71515,32.39574091,14.884,23.635,0
summer,2,Red,MVP,0,1.909533333,1,11.82903333,1,11.71515,30.87843833,14.356,23.699,1
summer,3,Blue,MVP,1,11.78176667,1,13.30483333,1,19.64853333,34.33084686,14.969,23.973,1
summer,3,Red,BBQ Olivers,0,11.78176667,0,13.30483333,0,19.64853333,35.19964897,15.126,22.68,0
summer,1,Blue,Ever8 Winners,1,3.6086,0,25.26731667,1,18.49811667,34.33572711,15.052,22.889,0
summer,1,Red,SK Telecom T1,0,3.6086,1,25.26731667,0,18.49811667,33.52782765,15.104,23.106,1
summer,2,Blue,SK Telecom T1,1,8.959966667,1,14.18138333,1,14.09448333,35.17706577,15.229,25.897,1
summer,2,Red,Ever8 Winners,0,8.959966667,0,14.18138333,0,14.09448333,33.38954469,13.931,22.288,0
summer,1,Blue,Samsung Galaxy,1,4.261083333,0,13.28673333,1,11.29096667,33.39428571,16.01,25.158,1
summer,1,Red,Afreeca Freecs,0,4.261083333,1,13.28673333,0,11.29096667,33.42857143,14.624,21.811,0
summer,2,Blue,Afreeca Freecs,1,3.90345,0,15.73953333,1,17.67928333,32.04747774,15.563,23.357,0
summer,2,Red,Samsung Galaxy,0,3.90345,1,15.73953333,0,17.67928333,34.92581602,14.893,23.047,1
summer,1,Blue,Longzhu Gaming,1,8.837966667,0,9.997933333,0,13.74405,31.61936561,15.054,22.795,1
summer,1,Red,Jin Air Green Wings,0,8.837966667,1,9.997933333,1,13.74405,32.32053422,14.762,23.33,0
summer,2,Blue,Jin Air Green Wings,0,4.375833333,0,6.604066667,0,10.63066667,30.76120959,14.399,24.21,1
summer,2,Red,Longzhu Gaming,1,4.375833333,1,6.604066667,1,10.63066667,29.32221064,15.078,24.543,0
summer,3,Blue,Longzhu Gaming,1,4.800983333,1,13.25201667,1,14.8844,36.77024962,15.476,24.848,1
summer,3,Red,Jin Air Green Wings,0,4.800983333,0,13.25201667,0,14.8844,32.52165053,14.451,22.197,0
summer,1,Blue,KT Rolster,1,8.853166667,1,7.928566667,1,14.9729,35.57244656,15.149,24.273,1
summer,1,Red,BBQ Olivers,0,8.853166667,0,7.928566667,0,14.9729,32.49406176,14.508,22.372,0
summer,2,Blue,BBQ Olivers,0,3.015633333,0,18.71796667,0,17.66746667,29.0127483,15.336,23.376,1
summer,2,Red,KT Rolster,1,3.015633333,1,18.71796667,1,17.66746667,32.53483546,15.52,23.82,0
summer,3,Blue,KT Rolster,1,2.7659,0,9.436166667,1,6.78615,32.33351987,17.305,26.776,1
summer,3,Red,BBQ Olivers,0,2.7659,1,9.436166667,0,6.78615,30.18466704,13.275,20.79,0
summer,1,Blue,SK Telecom T1,1,7.237183333,1,10.62493333,1,15.90481667,35.4833263,15.994,23.579,1
summer,1,Red,ROX Tigers,0,7.237183333,0,10.62493333,0,15.90481667,32.39341494,14.819,22.53,0
summer,2,Blue,ROX Tigers,1,8.823483333,0,18.68985,0,14.43738333,34.20140515,14.859,21.96,0
summer,2,Red,SK Telecom T1,0,8.823483333,1,18.68985,1,14.43738333,37.71428571,14.671,25.855,1
summer,1,Blue,Jin Air Green Wings,1,7.121933333,0,15.88296667,1,12.12715,32.54886318,15.662,24.941,1
summer,1,Red,MVP,0,7.121933333,1,15.88296667,0,12.12715,30.46669326,14.316,22.475,0
summer,2,Blue,MVP,0,3.39075,1,11.08381667,1,15.04536667,30.67466267,15.096,23.287,1
summer,2,Red,Jin Air Green Wings,1,3.39075,0,11.08381667,0,15.04536667,32.96851574,15.7,23.726,0
summer,3,Blue,Jin Air Green Wings,0,8.168266667,0,10.18221667,0,8.723783333,29.45606695,14.416,23.707,0
summer,3,Red,MVP,1,8.168266667,1,10.18221667,1,8.723783333,29.74895397,16.684,24.334,1
summer,1,Blue,Afreeca Freecs,1,7.712433333,1,10.97948333,1,8.13925,33.81818182,16.281,25.614,1
summer,1,Red,Ever8 Winners,0,7.712433333,0,10.97948333,0,8.13925,32.58181818,14.621,21.905,0
summer,2,Blue,Ever8 Winners,1,2.68125,0,16.98061667,1,11.67101667,31.43403442,15.573,24.409,0
summer,2,Red,Afreeca Freecs,0,2.68125,1,16.98061667,0,11.67101667,30.09560229,14.023,23.769,1
summer,1,Blue,KT Rolster,0,7.5546,0,11.19335,1,16.14718333,29.71274686,15.002,22.332,1
summer,1,Red,Longzhu Gaming,1,7.5546,1,11.19335,0,16.14718333,32.9443447,15.681,23.854,0
summer,2,Blue,Longzhu Gaming,0,8.503616667,0,13.55376667,0,13.11135,31.07526882,14.05,21.744,0
summer,2,Red,KT Rolster,1,8.503616667,1,13.55376667,1,13.11135,32.58064516,15.582,25.437,1
summer,1,Blue,Samsung Galaxy,1,5.051316667,1,8.056983333,1,13.67245,34.34276206,15.732,24.835,1
summer,1,Red,ROX Tigers,0,5.051316667,0,8.056983333,0,13.67245,33.7437604,14.406,21.893,0
summer,2,Blue,ROX Tigers,1,7.61175,0,8.660633333,0,12.66266667,29.592089,15.245,23.017,1
summer,2,Red,Samsung Galaxy,0,7.61175,1,8.660633333,1,12.66266667,33.39925834,15.02,23.934,0
summer,3,Blue,Samsung Galaxy,1,2.8441,1,10.2351,1,13.44136667,37.82129743,15.31,25.41,1
summer,3,Red,ROX Tigers,0,2.8441,0,10.2351,0,13.44136667,32.57037944,15.23,22.941,0
summer,1,Blue,Ever8 Winners,0,9.924933333,0,10.40015,0,12.63493333,35.17156863,14.647,22.354,0
summer,1,Red,Jin Air Green Wings,1,9.924933333,1,10.40015,1,12.63493333,36.37254902,16.011,26.131,1
summer,2,Blue,Jin Air Green Wings,1,6.192583333,1,15.46275,1,7.301433333,36.26921479,17.978,27.331,1
summer,2,Red,Ever8 Winners,0,6.192583333,0,15.46275,0,7.301433333,34.64894059,14.136,21.457,0
summer,1,Blue,MVP,0,6.898333333,1,14.77456667,0,10.30685,31.59590044,14.286,21.885,0
summer,1,Red,Afreeca Freecs,1,6.898333333,0,14.77456667,1,10.30685,31.7715959,15.649,25.637,1
summer,2,Blue,Afreeca Freecs,0,3.742816667,1,8.519033333,1,16.3644,31.28712871,15.094,23.667,0
summer,2,Red,MVP,1,3.742816667,0,8.519033333,0,16.3644,31.37199434,16.755,25.268,1
summer,3,Blue,MVP,0,2.96945,1,12.08326667,1,10.1295,29.92084433,15.423,23.99,1
summer,3,Red,Afreeca Freecs,1,2.96945,0,12.08326667,0,10.1295,30.52242744,15.169,23.706,0
summer,1,Blue,SK Telecom T1,1,9.6607,1,10.2116,0,14.0447,34.58143075,15.555,24.603,1
summer,1,Red,KT Rolster,0,9.6607,0,10.2116,1,14.0447,32.32876712,14.732,23.065,0
summer,2,Blue,KT Rolster,1,2.679016667,1,7.586383333,1,12.6208,32.82948157,16.563,26.511,1
summer,2,Red,SK Telecom T1,0,2.679016667,0,7.586383333,0,12.6208,33.65396627,15.116,23.154,0
summer,3,Blue,SK Telecom T1,1,4.2181,1,12.83676667,1,9.187566667,33.46794548,16.225,24.792,1
summer,3,Red,KT Rolster,0,4.2181,0,12.83676667,0,9.187566667,30.98435134,14.712,22.201,0
summer,1,Blue,ROX Tigers,1,13.13643333,0,12.80036667,1,13.74146667,33.19502075,14.611,23.804,1
summer,1,Red,BBQ Olivers,0,13.13643333,1,12.80036667,0,13.74146667,34.19087137,14.908,23.569,0
summer,2,Blue,BBQ Olivers,0,4.11795,1,13.88105,1,12.28316667,36.6039823,14.871,24.799,1
summer,2,Red,ROX Tigers,1,4.11795,0,13.88105,0,12.28316667,33.05309735,14.759,22.533,0
summer,3,Blue,ROX Tigers,1,2.484083333,1,16.72178333,0,14.50271667,29.9136,14.95,23.236,1
summer,3,Red,BBQ Olivers,0,2.484083333,0,16.72178333,1,14.50271667,28.2624,14.199,23,0
summer,1,Blue,MVP,0,2.766533333,0,21.12398333,1,18.11355,31.31782946,15.078,23.797,0
summer,1,Red,Ever8 Winners,1,2.766533333,1,21.12398333,0,18.11355,36.12403101,15.275,23.389,1
summer,2,Blue,Ever8 Winners,0,1.639183333,0,14.49986667,0,13.97953333,33.87559809,15.601,22.935,1
summer,2,Red,MVP,1,1.639183333,1,14.49986667,1,13.97953333,30.52631579,13.677,23.434,0
summer,1,Blue,Afreeca Freecs,0,29.29941667,1,13.17448333,1,17.0345,35.27516779,15.147,23.522,1
summer,1,Red,Jin Air Green Wings,1,29.29941667,0,13.17448333,0,17.0345,30.16107383,14.867,22.919,0
summer,2,Blue,Jin Air Green Wings,1,8.816816667,1,12.58691667,0,9.71225,33.55735805,15.116,23.599,0
summer,2,Red,Afreeca Freecs,0,8.816816667,0,12.58691667,1,9.71225,30.56778679,14.919,24.071,1
summer,1,Blue,SK Telecom T1,1,5.826433333,0,10.53645,0,8.955,34.36708861,15.34,23.42,0
summer,1,Red,BBQ Olivers,0,5.826433333,1,10.53645,1,8.955,32.7721519,16.417,25.053,1
summer,2,Blue,BBQ Olivers,1,9.799366667,0,9.672116667,1,14.1384,34.98947368,15.423,24.409,0
summer,2,Red,SK Telecom T1,0,9.799366667,1,9.672116667,0,14.1384,36.98526316,14.204,22.403,1
summer,3,Blue,SK Telecom T1,0,9.481916667,1,24.46058333,0,13.52406667,34.52205882,13.88,21.321,1
summer,3,Red,BBQ Olivers,1,9.481916667,0,24.46058333,1,13.52406667,31.54411765,14.864,24.308,0
summer,1,Blue,Longzhu Gaming,1,10.56575,1,13.65585,0,18.11521667,37.00976709,14.988,24.455,1
summer,1,Red,Samsung Galaxy,0,10.56575,0,13.65585,1,18.11521667,35.20661157,14.857,22.85,0
summer,2,Blue,Samsung Galaxy,0,8.4993,1,19.62463333,0,14.62348333,31.65396683,14.86,23.168,0
summer,2,Red,Longzhu Gaming,1,8.4993,0,19.62463333,1,14.62348333,32.11116091,15.122,24.71,1
spring,1,Blue,ROX Tigers,1,13.72388333,0,20.05838333,0,18.05623333,33.37876614,14.33,22.533,0
spring,1,Red,KT Rolster,0,13.72388333,1,20.05838333,1,18.05623333,31.44189383,14.759,22.497,1
spring,2,Blue,KT Rolster,0,7.365666667,1,11.71721667,1,12.38695,35.37296479,15.474,24.805,1
